datename,box,social_experience,sex_target,playlist,interaction_index,led_intensity
rpi8-20230829_172503,box06,False,female,IPI16,0.6028364870347829,0.02
rpi8-20230829_172503,box05,False,female,IPI16,0.5235078543673228,0.02
rpi8-20230829_172503,box01,False,female,IPI16,0.5926432279638628,0.02
rpi8-20230829_172503,box04,False,female,IPI16,0.44591106850527246,0.02
rpi8-20230829_172503,box03,False,female,IPI16,0.6317838755512908,0.02
rpi8-20230912_141258,box06,False,female,IPI16,0.6483699885027631,0.02
rpi8-20230912_141258,box04,False,female,IPI16,0.6036122728450349,0.02
rpi8-20230912_141258,box03,False,female,IPI16,0.5332127068216158,0.02
rpi8-20230912_141258,box02,False,female,IPI16,0.6745484461370653,0.02
rpi8-20230912_141258,box05,False,female,IPI16,0.4279150765126533,0.02
rpi8-20230912_141258,box07,False,female,IPI16,0.592134686108185,0.02
rpi8-20231205_175208,box04,False,female,IPI16,0.6681940778979728,0.02
rpi8-20231205_175208,box01,False,female,IPI16,0.42973106412639406,0.02
rpi8-20231205_175208,box05,False,female,IPI16,0.6997223845704267,0.02
rpi8-20231205_175208,box03,False,female,IPI16,0.5911790760830102,0.02
rpi8-20231205_175208,box02,False,female,IPI16,0.6776347301043587,0.02
rpi8-20231205_175208,box00,False,female,IPI16,0.5859583866093223,0.02
rpi8-20231212_145257,box03,False,female,IPI16,0.44839201451905625,0.02
rpi8-20231212_145257,box02,False,female,IPI16,0.659647335698479,0.02
localhost-20230822_144557,box06,False,female,IPI36,0.445160093094463,0.02
localhost-20230822_144557,box03,False,female,IPI36,0.4162962962962963,0.02
localhost-20230822_144557,box01,False,female,IPI36,0.44878095027414794,0.02
localhost-20230822_144557,box02,False,female,IPI36,0.5403969117091268,0.02
localhost-20230822_144557,box05,False,female,IPI36,0.5659426663287667,0.02
localhost-20230822_144557,box04,False,female,IPI36,0.6357173347821026,0.02
rpi8-20230919_140902,box02,False,female,IPI36,0.5812972793016072,0.02
rpi8-20230919_140902,box01,False,female,IPI36,0.5811700147738829,0.02
rpi8-20230919_140902,box05,False,female,IPI36,0.7151725666986919,0.02
rpi8-20230919_140902,box06,False,female,IPI36,0.6388164103702881,0.02
rpi8-20230919_140902,box04,False,female,IPI36,0.5340451472272509,0.02
rpi8-20230919_140902,box03,False,female,IPI36,0.6490178703293458,0.02
rpi8-20231129_152115,box06,False,female,IPI36,0.623813579946459,0.02
rpi8-20231129_152115,box04,False,female,IPI36,0.7585438984629715,0.02
rpi8-20231129_152115,box00,False,female,IPI36,0.7919178388033044,0.02
rpi8-20231129_152115,box07,False,female,IPI36,0.3400570912586292,0.02
rpi8-20231129_152115,box02,False,female,IPI36,0.774387208246698,0.02
rpi8-20231129_152115,box01,False,female,IPI36,0.6829452632190924,0.02
rpi8-20231129_152115,box05,False,female,IPI36,0.65771484375,0.02
rpi8-20231129_152115,box03,False,female,IPI36,0.7946517690875233,0.02
rpi8-20230905_145453,box06,False,female,IPI96,0.5332169131307126,0.02
rpi8-20230905_145453,box02,False,female,IPI96,0.6856762682958826,0.02
rpi8-20230905_145453,box05,False,female,IPI96,0.4509494656013282,0.02
rpi8-20230905_145453,box03,False,female,IPI96,0.491096964664637,0.02
rpi8-20230905_145453,box04,False,female,IPI96,0.5810898565782883,0.02
rpi8-20230905_145453,box01,False,female,IPI96,0.35554487298006876,0.02
rpi8-20230926_144701,box06,False,female,IPI96,0.6054285231940876,0.02
rpi8-20230926_144701,box03,False,female,IPI96,0.3340351007936804,0.02
rpi8-20230926_144701,box04,False,female,IPI96,0.6077240303165403,0.02
rpi8-20230926_144701,box02,False,female,IPI96,0.6419044090403854,0.02
rpi8-20230926_144701,box05,False,female,IPI96,0.532674693835546,0.02
rpi8-20231121_140816,box00,False,female,IPI96,0.4536364961375893,0.02
rpi8-20231121_140816,box03,False,female,IPI96,0.5272482911108863,0.02
rpi8-20231121_140816,box04,False,female,IPI96,0.7215705016799907,0.02
rpi8-20231121_140816,box02,False,female,IPI96,0.7369384286897033,0.02
rpi8-20231121_140816,box05,False,female,IPI96,0.6098476035365287,0.02
rpi8-20231121_140816,box01,False,female,IPI96,0.5451098326359832,0.02
rpi8-20231121_140816,box06,False,female,IPI96,0.6767235625059598,0.02
rpi6-20231212_141754,box02,False,female,IPI96,0.6818377164404641,0.02
rpi6-20231212_141754,box03,False,female,IPI96,0.6010820559062218,0.02
localhost-20230905_141547,box02,False,female,silence,0.35315902808534033,0.16
localhost-20230905_141547,box06,False,female,silence,0.4781895039798534,0.16
localhost-20230905_141547,box01,False,female,silence,0.3731330085692696,0.16
localhost-20230905_141547,box03,False,female,silence,0.45226443296231383,0.16
localhost-20230905_141547,box05,False,female,silence,0.3028420619284265,0.16
localhost-20230905_141547,box04,False,female,silence,0.3959654816344594,0.16
localhost-20230919_144953,box06,False,female,silence,0.3196014277215943,0.16
localhost-20230919_144953,box03,False,female,silence,0.39180071841324376,0.16
localhost-20230919_144953,box02,False,female,silence,0.3859197047782656,0.16
localhost-20230919_144953,box05,False,female,silence,0.5187510564825771,0.16
localhost-20230919_144953,box01,False,female,silence,0.2580610547776168,0.16
localhost-20230919_144953,box04,False,female,silence,0.0571153920098435,0.16
rpi8-20231128_143447,box04,False,female,silence,0.683328986641166,0.16
rpi8-20231128_143447,box06,False,female,silence,0.6964490762947135,0.16
rpi8-20231128_143447,box07,False,female,silence,0.3557731243130676,0.16
rpi8-20231128_143447,box03,False,female,silence,0.6205110346929004,0.16
rpi8-20231128_143447,box05,False,female,silence,0.45972969844301675,0.16
rpi8-20231128_143447,box02,False,female,silence,0.5458817065941851,0.16
rpi8-20231128_143447,box01,False,female,silence,0.4340416242177267,0.16
rpi8-20231128_143447,box00,False,female,silence,0.6061043514126624,0.16
localhost-20230822_152231,box06,False,female,IPI16,0.2738594670447735,0.16
localhost-20230822_152231,box03,False,female,IPI16,0.27200299865501504,0.16
localhost-20230822_152231,box04,False,female,IPI16,0.3687203152390513,0.16
localhost-20230822_152231,box02,False,female,IPI16,0.3491452473326867,0.16
localhost-20230822_152231,box01,False,female,IPI16,0.3080217415095028,0.16
localhost-20230822_152231,box05,False,female,IPI16,0.3303908837562193,0.16
rpi8-20230926_140934,box06,False,female,IPI16,0.47260438848254793,0.16
rpi8-20230926_140934,box04,False,female,IPI16,0.6254672682073474,0.16
rpi8-20230926_140934,box02,False,female,IPI16,0.34470562228280893,0.16
rpi8-20230926_140934,box03,False,female,IPI16,0.47384166497386937,0.16
rpi8-20230926_140934,box05,False,female,IPI16,0.45610421421811503,0.16
rpi8-20231122_140115,box00,False,female,IPI16,0.507532863965339,0.16
rpi8-20231122_140115,box05,False,female,IPI16,0.41139331946370783,0.16
rpi8-20231122_140115,box04,False,female,IPI16,0.567547979358729,0.16
rpi8-20231122_140115,box06,False,female,IPI16,0.4991377436417651,0.16
rpi8-20231122_140115,box01,False,female,IPI16,0.5941490643321822,0.16
rpi8-20231122_140115,box03,False,female,IPI16,0.5441883650011728,0.16
rpi8-20231122_140115,box02,False,female,IPI16,0.5550957810058452,0.16
rpi6-20231212_145258,box02,False,female,IPI16,0.6020783930813224,0.16
rpi6-20231212_145258,box03,False,female,IPI16,0.7838616714697406,0.16
localhost-20230829_164602,box04,False,female,IPI36,0.49910568657269155,0.16
localhost-20230829_164602,box06,False,female,IPI36,0.534345200122617,0.16
localhost-20230829_164602,box05,False,female,IPI36,0.5019006244909041,0.16
localhost-20230829_164602,box01,False,female,IPI36,0.4733753397578453,0.16
localhost-20230829_164602,box03,False,female,IPI36,0.4078532371820271,0.16
localhost-20230829_164602,box02,False,female,IPI36,0.5508606782605613,0.16
localhost-20230912_145226,box03,False,female,IPI36,0.31219140170456333,0.16
localhost-20230912_145226,box04,False,female,IPI36,0.4115132208239414,0.16
localhost-20230912_145226,box02,False,female,IPI36,0.4886750868864966,0.16
localhost-20230912_145226,box05,False,female,IPI36,0.5257945093514111,0.16
localhost-20230912_145226,box06,False,female,IPI36,0.448158360426355,0.16
localhost-20230912_145226,box07,False,female,IPI36,0.4337827647073448,0.16
rpi8-20231128_151102,box01,False,female,IPI36,0.5839818607372732,0.16
rpi8-20231128_151102,box04,False,female,IPI36,0.5693039078855547,0.16
rpi8-20231128_151102,box03,False,female,IPI36,0.7169450520795607,0.16
rpi8-20231128_151102,box05,False,female,IPI36,0.5980010613833363,0.16
rpi8-20231128_151102,box07,False,female,IPI36,0.26256113181183044,0.16
rpi8-20231128_151102,box00,False,female,IPI36,0.721720627133421,0.16
rpi8-20231128_151102,box02,False,female,IPI36,0.5420241394987314,0.16
rpi8-20231128_151102,box06,False,female,IPI36,0.6830692497186825,0.16
localhost-20230823_144240,box04,False,female,IPI96,0.4120227676663142,0.16
localhost-20230823_144240,box07,False,female,IPI96,0.4299205527821746,0.16
localhost-20230823_144240,box02,False,female,IPI96,0.4365343755738006,0.16
localhost-20230823_144240,box05,False,female,IPI96,0.5351233984964643,0.16
localhost-20230823_144240,box06,False,female,IPI96,0.429092696866574,0.16
localhost-20230823_144240,box03,False,female,IPI96,0.5423291925465838,0.16
rpi8-20231114_141205,box05,False,female,IPI96,0.5354500260130644,0.16
rpi8-20231114_141205,box06,False,female,IPI96,0.5737864218480326,0.16
rpi8-20231114_141205,box02,False,female,IPI96,0.3383932572899047,0.16
rpi8-20231114_141205,box03,False,female,IPI96,0.6372658227848101,0.16
rpi8-20231114_141205,box07,False,female,IPI96,0.5768407038666358,0.16
rpi8-20231114_141205,box01,False,female,IPI96,0.5847999653494651,0.16
rpi8-20231114_141205,box04,False,female,IPI96,0.6318432368474214,0.16
rpi6-20231205_163312,box06,False,female,IPI96,0.48979819377857065,0.16
rpi6-20231205_163312,box05,False,female,IPI96,0.45091035441278665,0.16
rpi6-20231205_163312,box04,False,female,IPI96,0.5895198925401244,0.16
rpi6-20231205_163312,box00,False,female,IPI96,0.5915608126207159,0.16
rpi6-20231205_163312,box03,False,female,IPI96,0.44109792077408166,0.16
rpi6-20231205_163312,box02,False,female,IPI96,0.6951261320458246,0.16
rpi6-20231205_163312,box01,False,female,IPI96,0.31066616818288817,0.16
rpi8-20230824_151741,box03,False,male,silence,0.12124783617546316,0
rpi8-20230824_151741,box04,False,male,silence,0.14496703620492798,0
rpi8-20230824_151741,box06,False,male,silence,0.6070369821388868,0
rpi8-20230824_151741,box02,False,male,silence,0.3260156307601563,0
rpi8-20230824_151741,box05,False,male,silence,0.11052845378337457,0
localhost-20230920_140041,box04,False,male,silence,0.12103678511222514,0
localhost-20230920_140041,box05,False,male,silence,0.10428319105092729,0
localhost-20230920_140041,box03,False,male,silence,0.31535600225436783,0
localhost-20230920_140041,box01,False,male,silence,0.12740911203062422,0
localhost-20230920_140041,box02,False,male,silence,0.23186081403685116,0
rpi6-20231113_143058,box06,False,male,silence,0.23654410543219448,0
rpi6-20231113_143058,box02,False,male,silence,,0
rpi6-20231113_143058,box04,False,male,silence,0.22175291853041781,0
rpi6-20231113_143058,box01,False,male,silence,0.33100057271368505,0
rpi6-20231113_143058,box03,False,male,silence,0.2396446418656302,0
rpi6-20231113_143058,box05,False,male,silence,0.15673902771214943,0
rpi8-20231204_174548,box03,False,male,silence,0.12285644115055115,0
rpi8-20231204_174548,box06,False,male,silence,0.4355582541816657,0
rpi8-20231204_174548,box05,False,male,silence,0.1664872358311089,0
rpi8-20231204_174548,box04,False,male,silence,0.28570802279701885,0
rpi8-20231204_174548,box02,False,male,silence,0.6162318080503475,0
localhost-20230911_141711,box03,False,male,IPI16,0.19556040483088152,0
localhost-20230911_141711,box02,False,male,IPI16,0.10316769453214908,0
localhost-20230911_141711,box04,False,male,IPI16,0.18994831737828155,0
localhost-20230911_141711,box06,False,male,IPI16,0.15324516575602715,0
localhost-20230911_141711,box05,False,male,IPI16,0.23936072048130513,0
localhost-20230911_141711,box07,False,male,IPI16,0.17838879855199358,0
localhost-20230918_141146,box06,False,male,IPI16,0.17984861158441504,0
localhost-20230918_141146,box04,False,male,IPI16,0.23739207120736686,0
localhost-20230918_141146,box03,False,male,IPI16,0.11672597134917298,0
localhost-20230918_141146,box02,False,male,IPI16,0.3728734777354281,0
localhost-20230918_141146,box05,False,male,IPI16,0.14511754068716093,0
rpi6-20231122_140113,box02,False,male,IPI16,0.25225674253752006,0
rpi6-20231122_140113,box03,False,male,IPI16,0.18899286060858114,0
rpi6-20231122_140113,box05,False,male,IPI16,0.34321353242726044,0
rpi6-20231122_140113,box04,False,male,IPI16,0.25719504095638696,0
rpi6-20231206_163248,box00,False,male,IPI16,0.22552302413106043,0
rpi6-20231206_163248,box04,False,male,IPI16,0.5980066445182725,0
rpi6-20231206_163248,box03,False,male,IPI16,0.2745423372601073,0
rpi6-20231206_163248,box02,False,male,IPI16,0.2613030437680515,0
rpi6-20231206_163248,box01,False,male,IPI16,0.35167298591315416,0
localhost-20230828_172044,box04,False,male,IPI36,0.4134485143664082,0
localhost-20230828_172044,box05,False,male,IPI36,0.2963092894218722,0
localhost-20230828_172044,box06,False,male,IPI36,0.2414187313958672,0
localhost-20230828_172044,box02,False,male,IPI36,0.29191004463324677,0
localhost-20230828_172044,box03,False,male,IPI36,0.28211355901844887,0
rpi8-20230920_144012,box05,False,male,IPI36,0.2041603602938462,0
rpi8-20230920_144012,box01,False,male,IPI36,0.41991155417306897,0
rpi8-20230920_144012,box06,False,male,IPI36,0.32205915220144526,0
rpi8-20230920_144012,box03,False,male,IPI36,0.2513118025275294,0
rpi8-20230920_144012,box02,False,male,IPI36,0.27620333715638756,0
rpi8-20230920_144012,box04,False,male,IPI36,0.36016680939792234,0
rpi6-20231114_160226,box04,False,male,IPI36,0.36533492623565694,0
rpi6-20231114_160226,box06,False,male,IPI36,0.3668848349812004,0
rpi6-20231114_160226,box03,False,male,IPI36,0.33139002248688265,0
rpi6-20231114_160226,box02,False,male,IPI36,0.36568739066448225,0
rpi6-20231114_160226,box05,False,male,IPI36,0.3354338814233648,0
rpi6-20231204_170957,box03,False,male,IPI36,0.40340457568279725,0
rpi6-20231204_170957,box04,False,male,IPI36,0.37163814180929094,0
rpi6-20231204_170957,box02,False,male,IPI36,0.6310123650858258,0
localhost-20230904_141323,box02,False,male,IPI96,0.2893727890868267,0
localhost-20230904_141323,box05,False,male,IPI96,0.2787284530069097,0
localhost-20230904_141323,box04,False,male,IPI96,0.2506947781933677,0
localhost-20230904_141323,box03,False,male,IPI96,0.2682470173394772,0
localhost-20230904_141323,box01,False,male,IPI96,0.16001463134242566,0
localhost-20230904_141323,box06,False,male,IPI96,0.2240697171433696,0
rpi8-20230918_145009,box02,False,male,IPI96,0.2949748185454007,0
rpi8-20230918_145009,box05,False,male,IPI96,0.26532086304287433,0
rpi8-20230918_145009,box03,False,male,IPI96,0.2428036898455155,0
rpi8-20230918_145009,box04,False,male,IPI96,0.37266482753513175,0
rpi8-20230918_145009,box06,False,male,IPI96,0.23424305696705408,0
rpi8-20231207_170426,box04,False,male,IPI96,0.26172591492706787,0
rpi8-20231207_170426,box02,False,male,IPI96,0.38232512114553474,0
rpi8-20231207_170426,box03,False,male,IPI96,0.31032723562422565,0
rpi8-20231207_170426,box05,False,male,IPI96,0.1884930152777172,0
rpi8-20231211_144544,box01,False,male,IPI96,0.37512665756200714,0
rpi8-20231211_144544,box00,False,male,IPI96,0.3482435563067329,0
rpi8-20231211_144544,box04,False,male,IPI96,0.2589775289069886,0
rpi8-20231211_144544,box02,False,male,IPI96,0.3354814253222138,0
rpi8-20231211_144544,box03,False,male,IPI96,0.2601780432639332,0
rpi8-20230904_141328,box03,False,male,silence,0.17577232175772323,0.02
rpi8-20230904_141328,box04,False,male,silence,0.39501503606811433,0.02
rpi8-20230904_141328,box06,False,male,silence,0.1582187488480112,0.02
rpi8-20230904_141328,box05,False,male,silence,0.19626960576515473,0.02
rpi8-20230904_141328,box02,False,male,silence,0.16904630142040214,0.02
rpi8-20230904_141328,box07,False,male,silence,0.12484334684850719,0.02
localhost-20230920_144008,box02,False,male,silence,0.10174529490086005,0.02
localhost-20230920_144008,box04,False,male,silence,0.14613641611823114,0.02
localhost-20230920_144008,box01,False,male,silence,0.23310331857766975,0.02
localhost-20230920_144008,box03,False,male,silence,0.24238301915311697,0.02
localhost-20230920_144008,box06,False,male,silence,0.16563265425851778,0.02
localhost-20230920_144008,box05,False,male,silence,0.20195024414274743,0.02
rpi8-20231127_142834,box05,False,male,silence,0.16663290406598177,0.02
rpi8-20231127_142834,box04,False,male,silence,0.27847405929716523,0.02
rpi8-20231127_142834,box01,False,male,silence,0.2251149874164714,0.02
rpi8-20231127_142834,box03,False,male,silence,0.22008766473302763,0.02
rpi8-20231127_142834,box02,False,male,silence,0.40572356403490967,0.02
rpi8-20231127_142834,box06,False,male,silence,0.35298035298035296,0.02
rpi8-20231207_162929,box04,False,male,silence,0.21501161440185831,0.02
rpi8-20231207_162929,box02,False,male,silence,0.4624780829924021,0.02
localhost-20230828_164153,box05,False,male,IPI16,0.10204839695719803,0.02
localhost-20230828_164153,box03,False,male,IPI16,0.12353159678692482,0.02
localhost-20230828_164153,box06,False,male,IPI16,0.2922699968384445,0.02
localhost-20230828_164153,box01,False,male,IPI16,0.12010731344209416,0.02
localhost-20230828_164153,box02,False,male,IPI16,0.13982919495334636,0.02
localhost-20230828_164153,box04,False,male,IPI16,0.10009559560726526,0.02
rpi8-20230925_140433,box02,False,male,IPI16,0.21924374550616693,0.02
rpi8-20230925_140433,box06,False,male,IPI16,0.21429230400206653,0.02
rpi8-20230925_140433,box03,False,male,IPI16,0.12251173925052941,0.02
rpi8-20230925_140433,box04,False,male,IPI16,0.15977017844317992,0.02
rpi8-20230925_140433,box05,False,male,IPI16,0.108240493508885,0.02
rpi8-20231113_143058,box06,False,male,IPI16,0.20243511417305776,0.02
rpi8-20231113_143058,box02,False,male,IPI16,0.11212672558193265,0.02
rpi8-20231113_143058,box05,False,male,IPI16,0.14833752202674985,0.02
rpi8-20231113_143058,box01,False,male,IPI16,0.2790859026061316,0.02
rpi8-20231113_143058,box03,False,male,IPI16,0.1789942969632053,0.02
rpi8-20231113_143058,box04,False,male,IPI16,0.09190937576711478,0.02
rpi6-20231207_162930,box04,False,male,IPI16,0.21438146965739321,0.02
rpi6-20231207_162930,box03,False,male,IPI16,0.28937302511225677,0.02
rpi6-20231207_162930,box02,False,male,IPI16,0.3732315168344325,0.02
localhost-20230905_154100,box03,False,male,IPI36,0.2733967647182831,0.02
localhost-20230905_154100,box06,False,male,IPI36,0.30022726790000215,0.02
localhost-20230905_154100,box01,False,male,IPI36,0.33894203474508916,0.02
localhost-20230905_154100,box04,False,male,IPI36,0.36450125405881645,0.02
localhost-20230905_154100,box02,False,male,IPI36,0.26919010361598644,0.02
rpi8-20230918_141150,box03,False,male,IPI36,0.1986649948369966,0.02
rpi8-20230918_141150,box04,False,male,IPI36,0.2502268224489418,0.02
rpi8-20230918_141150,box05,False,male,IPI36,0.19570471779922138,0.02
rpi8-20230918_141150,box02,False,male,IPI36,0.2780771360029526,0.02
rpi8-20230918_141150,box06,False,male,IPI36,0.23272646700395141,0.02
rpi8-20231120_140252,box01,False,male,IPI36,0.1920761200710377,0.02
rpi8-20231120_140252,box02,False,male,IPI36,0.2443818194956283,0.02
rpi8-20231120_140252,box04,False,male,IPI36,0.22393950785067807,0.02
rpi8-20231120_140252,box05,False,male,IPI36,0.25093925206635453,0.02
rpi8-20231120_140252,box03,False,male,IPI36,0.175092104312649,0.02
rpi8-20231120_140252,box06,False,male,IPI36,0.2902833304362941,0.02
rpi6-20231128_151700,box04,False,male,IPI36,0.2798169576818326,0.02
rpi6-20231128_151700,box05,False,male,IPI36,0.3242993014056056,0.02
rpi6-20231128_151700,box02,False,male,IPI36,0.3914656512060928,0.02
rpi6-20231128_151700,box03,False,male,IPI36,0.3444703517026653,0.02
rpi6-20231128_151700,box06,False,male,IPI36,0.4001808192502956,0.02
rpi6-20231128_151700,box01,False,male,IPI36,0.30845086250491655,0.02
rpi8-20230911_141729,box04,False,male,IPI96,0.33486568817502077,0.02
rpi8-20230911_141729,box02,False,male,IPI96,0.18005453406536717,0.02
rpi8-20230911_141729,box03,False,male,IPI96,0.17242015195102162,0.02
rpi8-20230911_141729,box06,False,male,IPI96,0.2209893836626364,0.02
rpi8-20230911_141729,box01,False,male,IPI96,0.15344919736817855,0.02
rpi8-20230911_141729,box05,False,male,IPI96,0.33809163265682995,0.02
rpi8-20230925_144231,box01,False,male,IPI96,0.20158598432457353,0.02
rpi8-20230925_144231,box06,False,male,IPI96,0.2606962971162894,0.02
rpi8-20230925_144231,box04,False,male,IPI96,0.2457563079418324,0.02
rpi8-20230925_144231,box02,False,male,IPI96,0.3365039416706762,0.02
