datename,box,social_experience,sex_target,playlist,interaction_index,led_intensity
rpi8-20230925_144231,box03,False,male,IPI96,0.23426799328078562,0.02
rpi8-20231114_160225,box06,False,male,IPI96,0.412628657337805,0.02
rpi8-20231114_160225,box04,False,male,IPI96,0.2767850704509728,0.02
rpi8-20231114_160225,box05,False,male,IPI96,0.2899318588670093,0.02
rpi8-20231114_160225,box02,False,male,IPI96,0.44374510543260726,0.02
rpi8-20231114_160225,box03,False,male,IPI96,0.3630830176676402,0.02
rpi6-20231211_144546,box02,False,male,IPI96,0.160658003870611,0.02
rpi6-20231211_144546,box04,False,male,IPI96,0.2337483671937967,0.02
rpi6-20231211_144546,box03,False,male,IPI96,0.22404968737896308,0.02
rpi6-20231211_144546,box05,False,male,IPI96,0.2906901176698331,0.02
rpi8-20230828_172043,box02,False,male,silence,0.12092749138994788,0.16
rpi8-20230828_172043,box01,False,male,silence,0.2990452668829254,0.16
rpi8-20230828_172043,box06,False,male,silence,0.14913399508308842,0.16
rpi8-20230828_172043,box04,False,male,silence,0.21848290598290598,0.16
rpi8-20230828_172043,box03,False,male,silence,0.10973813119222128,0.16
localhost-20230925_140427,box06,False,male,silence,0.29049767304500135,0.16
localhost-20230925_140427,box03,False,male,silence,0.23812158092076957,0.16
localhost-20230925_140427,box01,False,male,silence,0.2633749151834647,0.16
localhost-20230925_140427,box04,False,male,silence,0.2953116598419986,0.16
rpi8-20231114_152653,box03,False,male,silence,0.17801651937850171,0.16
rpi8-20231114_152653,box02,False,male,silence,0.39132067297277784,0.16
rpi8-20231114_152653,box05,False,male,silence,0.17141085539597392,0.16
rpi8-20231114_152653,box04,False,male,silence,0.1743699901966438,0.16
rpi8-20231114_152653,box06,False,male,silence,0.2703919644403394,0.16
rpi8-20231204_163503,box02,False,male,silence,0.2785931834662799,0.16
rpi8-20231204_163503,box05,False,male,silence,0.12946222273567468,0.16
rpi8-20231204_163503,box04,False,male,silence,0.16522028406954206,0.16
rpi8-20231204_163503,box03,False,male,silence,0.22240520043336945,0.16
rpi8-20231204_163503,box06,False,male,silence,0.47535727239753356,0.16
localhost-20230904_145317,box03,False,male,IPI16,0.15018486916951082,0.16
localhost-20230904_145317,box06,False,male,IPI16,0.4772435336019151,0.16
localhost-20230904_145317,box04,False,male,IPI16,0.2702378914940955,0.16
localhost-20230904_145317,box01,False,male,IPI16,0.16392754839269696,0.16
localhost-20230904_145317,box02,False,male,IPI16,0.3260040790146945,0.16
localhost-20230904_145317,box05,False,male,IPI16,0.3138338401065292,0.16
localhost-20230925_144231,box01,False,male,IPI16,0.1695842116518498,0.16
localhost-20230925_144231,box02,False,male,IPI16,0.33863130894353044,0.16
localhost-20230925_144231,box06,False,male,IPI16,0.16754946727549466,0.16
localhost-20230925_144231,box04,False,male,IPI16,0.29710780692033,0.16
localhost-20230925_144231,box03,False,male,IPI16,0.16155863904200723,0.16
rpi6-20231129_152116,box03,False,male,IPI16,0.13625677619205664,0.16
rpi6-20231129_152116,box04,False,male,IPI16,0.36181427283445455,0.16
rpi6-20231129_152116,box02,False,male,IPI16,0.2058803201415479,0.16
rpi8-20231206_163247,box04,False,male,IPI16,0.4158311654146327,0.16
rpi8-20231206_163247,box05,False,male,IPI16,0.1799976765124452,0.16
rpi8-20231206_163247,box03,False,male,IPI16,0.3101426929846252,0.16
rpi8-20231206_163247,box00,False,male,IPI16,0.4634946079860099,0.16
rpi8-20231206_163247,box02,False,male,IPI16,0.1986303357418531,0.16
rpi8-20231206_163247,box01,False,male,IPI16,0.4978554500647,0.16
localhost-20230824_151756,box03,False,male,IPI36,0.22019955231363467,0.16
localhost-20230824_151756,box06,False,male,IPI36,0.17904822290323716,0.16
localhost-20230824_151756,box05,False,male,IPI36,0.3267417226988997,0.16
localhost-20230824_151756,box02,False,male,IPI36,0.20261308662029026,0.16
localhost-20230824_151756,box04,False,male,IPI36,0.3468781673719053,0.16
localhost-20230911_145632,box06,False,male,IPI36,0.3817797324640288,0.16
localhost-20230911_145632,box02,False,male,IPI36,0.21090449188347787,0.16
localhost-20230911_145632,box05,False,male,IPI36,0.27248059304846495,0.16
localhost-20230911_145632,box04,False,male,IPI36,0.25443315263354915,0.16
localhost-20230911_145632,box03,False,male,IPI36,0.2408835319006792,0.16
localhost-20230911_145632,box01,False,male,IPI36,0.2759513277423496,0.16
rpi8-20231113_151833,box01,False,male,IPI36,0.3969721231530679,0.16
rpi8-20231113_151833,box06,False,male,IPI36,0.3606199837152495,0.16
rpi8-20231113_151833,box05,False,male,IPI36,0.17689373613145568,0.16
rpi8-20231113_151833,box04,False,male,IPI36,0.3380819461116816,0.16
rpi8-20231113_151833,box02,False,male,IPI36,0.3422860621521336,0.16
rpi8-20231113_151833,box03,False,male,IPI36,0.33480954034965843,0.16
rpi6-20231204_163503,box04,False,male,IPI36,0.3063912380424234,0.16
rpi6-20231204_163503,box02,False,male,IPI36,0.5707262569832402,0.16
rpi6-20231204_163503,box03,False,male,IPI36,0.29783316026306683,0.16
rpi8-20230905_154103,box05,False,male,IPI96,0.2957904825094917,0.16
rpi8-20230905_154103,box04,False,male,IPI96,0.24417123553192668,0.16
rpi8-20230905_154103,box03,False,male,IPI96,0.2672869645324735,0.16
rpi8-20230905_154103,box02,False,male,IPI96,0.3929427380996276,0.16
rpi8-20230905_154103,box06,False,male,IPI96,0.2333351772971179,0.16
rpi8-20230925_152013,box03,False,male,IPI96,0.24055559654689,0.16
rpi8-20230925_152013,box06,False,male,IPI96,0.3423225401281886,0.16
rpi8-20230925_152013,box04,False,male,IPI96,0.24906474024657685,0.16
rpi8-20230925_152013,box02,False,male,IPI96,0.2218966533982014,0.16
rpi8-20230925_152013,box05,False,male,IPI96,0.2653716309701699,0.16
rpi8-20231121_144701,box05,False,male,IPI96,0.39435987961569624,0.16
rpi8-20231121_144701,box03,False,male,IPI96,0.20306125401464079,0.16
rpi8-20231121_144701,box04,False,male,IPI96,0.3441346431667148,0.16
rpi8-20231121_144701,box01,False,male,IPI96,0.2746715551481821,0.16
rpi8-20231121_144701,box02,False,male,IPI96,0.44803930118310514,0.16
rpi8-20231206_170927,box02,False,male,IPI96,0.48550809155853625,0.16
rpi8-20231206_170927,box03,False,male,IPI96,0.2640860402333885,0.16
rpi8-20231206_170927,box01,False,male,IPI96,0.34544236315436827,0.16
rpi8-20231206_170927,box04,False,male,IPI96,0.4869923535642257,0.16
rpi8-20231206_170927,box00,False,male,IPI96,0.34769356414706354,0.16
